Time(day),a(km),e,i(deg),n(deg),w(deg),f(deg),hp(km)
390.59794189,24934.246294,0.7173015, 28.2581,  5.1199,340.5440,145.8408,670.740067
392.86558599,24934.218276,0.7175833, 28.2618,  4.3983,341.7321,145.9404,663.705472
393.77265983,24934.025407,0.7176627, 28.2640,  4.1102,342.2109,145.9888,661.670242
395.58680416,24933.870732,0.7177136, 28.2665,  3.5338,343.1687,146.0528,660.356485
397.85446591,24934.000377,0.7176355, 28.2645,  2.8159,344.3575,146.1094,662.341913
398.76155941,24933.972468,0.7175955, 28.2642,  2.5292,344.8281,146.1453,663.330201
400.57566085,24934.123559,0.7175665, 28.2641,  1.9537,345.7634,146.2034,664.095646
401.93621554,24934.403412,0.7176256, 28.2635,  1.5210,346.4646,146.2426,662.702959
402.84326341,24934.369696,0.7177044, 28.2644,  1.2329,346.9342,146.2753,660.728121
405.56445321,24934.169615,0.7180193, 28.2704,  0.3665,348.3544,146.3863,652.818411
406.47148043,24934.177303,0.7181146, 28.2714,  0.0770,348.8327,146.4024,650.445480
406.92501571,24934.231737,0.7181549, 28.2714,359.9329,349.0729,146.4166,649.455998
408.73916819,24933.957651,0.7182450, 28.2725,359.3573,350.0349,146.4682,647.132162
409.64623599,24933.877390,0.7182427, 28.2727,359.0696,350.5146,146.4898,647.167389
410.55330664,24933.885745,0.7182158, 28.2721,358.7812,350.9930,146.5133,647.840283
411.46037619,24933.968064,0.7181749, 28.2705,358.4925,351.4696,146.5352,648.883200
411.91388686,24934.077647,0.7181525, 28.2691,358.3486,351.7074,146.5374,649.472958
415.54207646,24934.137148,0.7180561, 28.2665,357.1963,353.5923,146.6304,651.892466
416.44910839,24934.257576,0.7180905, 28.2664,356.9068,354.0615,146.6569,651.068241
416.90262747,24934.371452,0.7181197, 28.2660,356.7624,354.2968,146.6711,650.373322
418.71672068,24934.267013,0.7182953, 28.2680,356.1858,355.2425,146.7441,645.964986
419.17024959,24934.219222,0.7183460, 28.2688,356.0421,355.4794,146.7636,644.688255
421.43790216,24934.100599,0.7185570, 28.2706,355.3190,356.6787,146.8636,639.393502
421.89143671,24934.146590,0.7185803, 28.2697,355.1746,356.9202,146.8851,638.824479
422.79850581,24934.024555,0.7185995, 28.2684,354.8864,357.4039,146.9174,638.310956
423.70557506,24933.897430,0.7185803, 28.2670,354.5984,357.8861,146.9497,638.755027
424.61264210,24933.851179,0.7185297, 28.2654,354.3101,358.3659,146.9822,640.004182
426.42675113,24934.001091,0.7184000, 28.2614,353.7312,359.3178,147.0512,643.280393
429.14787321,24934.224844,0.7183443, 28.2580,352.8655,  0.7316,147.1909,644.732016
430.50843465,24934.309639,0.7184102, 28.2588,352.4315,  1.4384,147.2339,643.112484
433.68312975,24934.257758,0.7187002, 28.2586,351.4203,  3.1053,147.3944,635.866655
436.40430867,24934.082530,0.7188096, 28.2552,350.5525,  4.5514,147.4780,633.090596
437.76490723,24934.098653,0.7187752, 28.2501,350.1179,  5.2766,147.5326,633.951088
441.39311552,24934.137617,0.7185189, 28.2403,348.9582,  7.1884,147.6829,640.354184
441.84665810,24934.254858,0.7184939, 28.2387,348.8128,  7.4252,147.7002,641.009987
444.56774836,24934.369367,0.7184708, 28.2359,347.9456,  8.8408,147.7632,641.618616
448.64945331,24934.337675,0.7187580, 28.2326,346.6438, 10.9851,147.9312,634.447547
451.37063755,24934.071622,0.7187525, 28.2246,345.7727, 12.4379,148.0232,634.511120
453.63826785,24934.110607,0.7185510, 28.2143,345.0447, 13.6419,148.1283,639.544734
458.62700249,24934.463256,0.7184053, 28.2063,343.4499, 16.2406,148.2908,643.277993
459.53404394,24934.444128,0.7184589, 28.2057,343.1615, 16.7144,148.3265,641.936975
461.34817961,24934.334107,0.7185723, 28.2032,342.5818, 17.6695,148.4456,639.076339
461.80164318,24934.365708,0.7185958, 28.2015,342.4360, 17.9100,148.4634,638.499799
463.61576681,24934.185656,0.7186354, 28.1943,341.8544, 18.8777,148.5471,637.461438
