Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
194.49762692,42157.933277,0.0005930,  4.3955, 70.9366, 25.3078,337.9905,35754.799661
195.49468345,42157.860950,0.0005973,  4.3965, 70.9332, 23.6898,339.6175,35754.543064
196.49175837,42158.004701,0.0006117,  4.3975, 70.9169, 22.4472,340.8907,35754.082561
197.48877098,42158.260061,0.0006305,  4.3991, 70.8921, 21.8471,341.5101,35753.546143
199.48273272,42158.764152,0.0006649,  4.4041, 70.8380, 22.3663,341.0188,35752.599090
201.47673358,42158.939271,0.0006834,  4.4109, 70.8051, 24.2990,339.1161,35751.991452
208.45611771,42156.732060,0.0006075,  4.4277, 70.8817, 34.2517,329.2482,35752.986144
210.45019029,42156.271291,0.0005663,  4.4289, 70.8748, 35.0312,328.5139,35754.261342
211.44715715,42156.276576,0.0005529,  4.4298, 70.8567, 34.5241,329.0351,35754.833733
211.44776105,42156.275610,0.0005530,  4.4298, 70.8567, 34.5428,329.2344,35754.829342
212.44398769,42156.458112,0.0005480,  4.4312, 70.8310, 33.5983,329.9351,35755.220831
215.43472686,42157.526305,0.0005827,  4.4400, 70.7528, 32.6747,330.8859,35754.827734
217.42865868,42157.471637,0.0005997,  4.4481, 70.7479, 36.4042,327.1757,35754.056218
219.42268280,42156.189406,0.0005692,  4.4546, 70.7899, 41.1383,322.4491,35754.059628
222.41364232,42154.675913,0.0005116,  4.4578, 70.8328, 39.8121,323.7764,35754.972574
227.39803625,42155.785747,0.0005724,  4.4650, 70.7097, 35.0651,328.5597,35753.519774
230.38873944,42155.702641,0.0005862,  4.4741, 70.6796, 38.5709,325.0816,35752.856850
231.38564433,42155.449257,0.0005822,  4.4768, 70.6859, 40.2567,323.3922,35752.770076
232.38258872,42155.108969,0.0005740,  4.4791, 70.6975, 42.1326,321.5225,35752.775530
240.35772881,42153.798338,0.0004480,  4.4853, 70.6369, 47.8772,315.8510,35756.780080
241.35451643,42154.197614,0.0004547,  4.4876, 70.6026, 46.6073,317.1256,35756.895644
243.34813656,42154.786718,0.0004818,  4.4940, 70.5538, 46.8821,316.8632,35756.340250
244.34498323,42154.732840,0.0004907,  4.4976, 70.5465, 48.7875,314.9626,35755.912695
249.32938796,42152.050278,0.0004127,  4.5070, 70.5962, 56.6954,307.0548,35756.521150
256.30683555,42153.346712,0.0004579,  4.5179, 70.3936, 47.5872,316.2229,35755.909321
258.30033978,42153.070528,0.0004602,  4.5236, 70.3762, 50.8514,312.9328,35755.535189
261.29089429,42152.027315,0.0004351,  4.5291, 70.3871, 58.1928,305.6268,35755.551642
267.27142211,42151.413095,0.0003282,  4.5327, 70.2663, 64.0807,299.7544,35759.443919
268.26787010,42151.845212,0.0003275,  4.5348, 70.2233, 61.5902,302.1647,35759.907367
271.25798369,42152.622293,0.0003606,  4.5450, 70.1341, 60.7830,302.9816,35759.285593
272.25474289,42152.364175,0.0003653,  4.5486, 70.1272, 63.6783,300.0890,35758.832062
274.24830480,42151.207203,0.0003467,  4.5540, 70.1372, 70.9164,292.8476,35758.459160
276.24185485,42150.173715,0.0003031,  4.5564, 70.1402, 73.9536,289.8078,35759.264684
278.23532438,42150.099894,0.0002713,  4.5573, 70.0976, 67.9607,295.8160,35760.528002
280.22864260,42150.753716,0.0002774,  4.5598, 70.0142, 59.0728,304.7125,35760.926506
280.22865215,42150.753562,0.0002774,  4.5598, 70.0142, 59.0736,304.7150,35760.926361
285.21204027,42151.375268,0.0003167,  4.5753, 69.8598, 59.2202,304.6033,35759.892970
288.20224038,42150.467005,0.0003022,  4.5828, 69.8494, 68.7658,295.0664,35759.592066
292.18904759,42149.369114,0.0002395,  4.5867, 69.7965, 84.1252,279.7132,35761.139508
297.17249782,42151.029505,0.0001995,  4.5993, 69.5876, 71.5211,292.4696,35764.487251
298.16864226,42151.204574,0.0002128,  4.6037, 69.5614, 71.5484,292.2655,35764.100081
302.15534157,42149.377396,0.0002015,  4.6176, 69.5540, 91.5505,272.2263,35762.751383
302.15534285,42149.377405,0.0002015,  4.6176, 69.5540, 91.5505,272.2268,35762.751379
304.14838371,42148.715286,0.0001572,  4.6204, 69.5394, 94.7165,268.9387,35763.956000
306.14154403,42148.984118,0.0001240,  4.6229, 69.4794, 80.5997,283.0249,35765.623919
306.14180208,42148.980606,0.0001240,  4.6229, 69.4794, 80.6439,283.0739,35765.618567
306.14180336,42148.980589,0.0001240,  4.6229, 69.4794, 80.6442,283.0741,35765.618541
307.13836642,42149.330954,0.0001228,  4.6248, 69.4369, 69.8573,293.8545,35766.020524
310.12808803,42150.235071,0.0001517,  4.6348, 69.3159, 55.3753,308.3334,35765.703912
312.12130866,42150.239974,0.0001627,  4.6430, 69.2739, 58.8077,304.8932,35765.247258
316.10754157,42149.097892,0.0001466,  4.6553, 69.2635, 81.0509,282.4884,35764.783157
316.10776648,42149.099040,0.0001467,  4.6553, 69.2635, 81.0437,282.5768,35764.782470
320.09477447,42148.308421,0.0000980,  4.6614, 69.2040,115.7219,248.0647,35766.043662
324.08093977,42149.858866,0.0000422,  4.6739, 69.0478, 81.7314,282.0267,35769.946558
329.06395225,42148.564341,0.0000740,  4.6962, 69.0275,123.4751,240.2040,35767.310760
332.05382715,42147.774159,0.0000363,  4.7018, 69.0167,190.5890,173.0586,35768.108242
335.04346362,42148.677033,0.0000480,  4.7086, 68.9215,313.2448, 50.3774,35768.520481
336.03997729,42149.017407,0.0000613,  4.7121, 68.8868,327.4926, 36.1158,35768.298602
337.03652450,42149.268029,0.0000706,  4.7161, 68.8576,336.7763, 26.8263,35768.158718
339.02968483,42149.386215,0.0000738,  4.7249, 68.8251,348.7346, 14.8570,35768.141463
341.02292850,42149.013185,0.0000574,  4.7329, 68.8258,355.3570,  8.2214,35768.460282
345.00946494,42147.759522,0.0000241,  4.7427, 68.8485,249.1781,114.3659,35768.606762
347.00262604,42147.498961,0.0000638,  4.7458, 68.8274,240.4904,123.0282,35766.674190
348.99570848,42147.857484,0.0000968,  4.7500, 68.7756,255.3057,108.1913,35765.640685
349.99219156,42148.285360,0.0001074,  4.7531, 68.7435,265.7025, 97.7704,35765.625382
349.99220028,42148.285268,0.0001074,  4.7531, 68.7435,265.7012, 97.7748,35765.625327
