Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
154.35322204,24934.837658,0.7163914, 28.0652, 80.4479,217.4596, 84.7243,693.598237
156.16548906,24934.888960,0.7165796, 28.0760, 79.8925,218.3934, 83.3012,688.920056
157.52473086,24934.694698,0.7166673, 28.0821, 79.4719,219.1016, 82.2493,686.678815
158.43090823,24934.595691,0.7166933, 28.0837, 79.1864,219.5782, 81.5641,686.003590
159.33713062,24934.652435,0.7166950, 28.0836, 78.8997,220.0567, 80.9166,685.977428
159.79021198,24934.637674,0.7166856, 28.0834, 78.7563,220.2947, 80.5677,686.206446
161.14954447,24934.709789,0.7166338, 28.0821, 78.3242,221.0103, 79.5951,687.519641
164.32152170,24934.738961,0.7165372, 28.0816, 77.3113,222.6628, 77.5364,689.935617
166.13413821,24934.973322,0.7165784, 28.0854, 76.7428,223.5938, 76.4183,688.973978
168.39995847,24934.944325,0.7167522, 28.0955, 76.0393,224.7540, 75.0480,684.633832
169.30636850,24934.935459,0.7168450, 28.0988, 75.7588,225.2219, 74.5607,682.317562
174.29163045,24934.563083,0.7170413, 28.1057, 74.1935,227.8409, 71.8116,677.315955
174.74468102,24934.556260,0.7170217, 28.1050, 74.0483,228.0802, 71.4417,677.803623
179.27706040,24934.747155,0.7168925, 28.1043, 72.5994,230.4456, 69.3098,681.080105
184.71628245,24934.498725,0.7173576, 28.1193, 70.9072,233.2621, 67.0313,669.410603
186.07612658,24934.511146,0.7174012, 28.1185, 70.4764,233.9849, 66.4720,668.328439
190.15589194,24934.342746,0.7172497, 28.1120, 69.1563,236.1566, 65.0403,672.057466
192.42249475,24934.451661,0.7171699, 28.1118, 68.4307,237.3410, 64.3356,674.078559
195.14246692,24934.475407,0.7172606, 28.1149, 67.5701,238.7487, 63.5615,671.824601
198.31586381,24934.262508,0.7175199, 28.1204, 66.5775,240.4004, 62.6768,665.299057
199.22260017,24934.147808,0.7175764, 28.1199, 66.2884,240.8821, 62.4640,663.857940
200.12934777,24934.069500,0.7176030, 28.1186, 65.9978,241.3670, 62.2573,663.171146
200.58264642,24934.114360,0.7176020, 28.1177, 65.8522,241.6094, 62.0935,663.209719
205.56982551,24934.053176,0.7173151, 28.1102, 64.2266,244.2654, 61.1089,670.345865
207.38333202,24934.062657,0.7173160, 28.1121, 63.6507,245.2056, 60.7766,670.325052
209.19690124,24933.882994,0.7174367, 28.1145, 63.0773,246.1454, 60.5046,667.264444
210.55705485,24933.922309,0.7175561, 28.1147, 62.6494,246.8560, 60.2701,664.300378
212.37065993,24933.724015,0.7176738, 28.1147, 62.0721,247.8180, 59.9807,661.307466
214.18431118,24933.347671,0.7176931, 28.1123, 61.4796,248.7947, 59.7418,660.720643
214.63767647,24933.280550,0.7176803, 28.1115, 61.3313,249.0387, 59.6472,661.021968
217.35819454,24933.404389,0.7175016, 28.1068, 60.4376,250.5011, 59.3506,665.512562
219.62529731,24933.245480,0.7173572, 28.1058, 59.6965,251.6994, 59.1592,669.068219
220.98556242,24933.471247,0.7173206, 28.1052, 59.2596,252.4103, 59.0568,670.044428
223.70612105,24933.175119,0.7174019, 28.1079, 58.3962,253.8229, 58.8722,667.933807
226.42674164,24933.215377,0.7175729, 28.1063, 57.5279,255.2578, 58.7234,663.681751
228.69398368,24932.614492,0.7175842, 28.1052, 56.7866,256.4794, 58.6231,663.230404
234.13540998,24932.780658,0.7171588, 28.1028, 54.9992,259.3760, 58.5599,673.883426
234.13541599,24932.780481,0.7171588, 28.1028, 54.9992,259.3760, 58.5647,673.883393
235.04231457,24932.811606,0.7171575, 28.1028, 54.7091,259.8463, 58.5691,673.924504
235.04231643,24932.811554,0.7171575, 28.1028, 54.7091,259.8463, 58.5706,673.924494
239.12344455,24932.332249,0.7173785, 28.1039, 53.4055,261.9833, 58.6116,668.277788
239.12345397,24932.332039,0.7173785, 28.1039, 53.4055,261.9833, 58.6191,668.277761
239.12345440,24932.332029,0.7173785, 28.1039, 53.4055,261.9833, 58.6194,668.277760
240.93734277,24932.218515,0.7174177, 28.1018, 52.8130,262.9576, 58.6766,667.268029
241.39081760,24932.233891,0.7174084, 28.1014, 52.6647,263.2020, 58.6915,667.504734
243.65820987,24931.651094,0.7172735, 28.1019, 51.9141,264.4258, 58.8064,670.704045
245.92560226,24931.738630,0.7170552, 28.1012, 51.1661,265.6357, 58.9830,676.171756
246.83255882,24931.820217,0.7169755, 28.1017, 50.8720,266.1125, 59.0589,678.181410
249.09994196,24931.556818,0.7168656, 28.1045, 50.1417,267.2915, 59.2726,680.845647
250.00669802,24931.653503,0.7168646, 28.1045, 49.8520,267.7612, 59.2090,680.898078
250.00689611,24931.648665,0.7168646, 28.1045, 49.8520,267.7612, 59.3663,680.897052
250.91385184,24931.860985,0.7168847, 28.1044, 49.5640,268.2308, 59.4523,680.456865
251.36733067,24931.927135,0.7168996, 28.1044, 49.4208,268.4658, 59.4923,680.103146
254.99522099,24931.404173,0.7170470, 28.1058, 48.2501,270.3817, 59.8413,676.280644
263.15809743,24931.531584,0.7164811, 28.1132, 45.5951,274.6868, 60.7888,690.426091
264.51860441,24931.415140,0.7165342, 28.1142, 45.1620,275.3879, 60.9903,689.069411
270.86768230,24931.114491,0.7165604, 28.1185, 43.0971,278.7565, 61.8486,688.329251
275.85626704,24931.273124,0.7160977, 28.1261, 41.4861,281.3612, 62.6169,699.909798
